Deal_id,Deal_date,First_deal_date,Secret_dwarf_info_1,Secret_dwarf_info_2,Secret_dwarf_info_3,First_default_date,Successful_deals_count,Region,Tavern,Hashed_deal_detail_1,Hashed_deal_detail_2,Hashed_deal_detail_3,Hashed_deal_detail_4,Hashed_deal_detail_5,Hashed_deal_detail_6,Age,Gender,Default
51055490,2016-05-26,2016-04-17,,,,,0.0,Tavern_district_2,7,2.5,-3,5,3.5,-3,5,34.0,Male,0
21874025,2015-10-30,2015-03-11,,,,,2.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,58.0,Female,0
57196971,2016-07-14,2015-12-17,,,,,3.0,Tavern_district_6,13,2.5,4,5,2.5,-3,5,41.0,Female,0
38861842,2016-03-17,2015-12-01,3.5,-3.0,5.0,2016-01-30,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,60.0,Female,0
55240353,2016-06-26,2015-11-11,,,,,1.0,Tavern_district_3,39,2.5,-3,10,2.5,-3,5,52.0,Female,0
38001742,2016-03-11,2015-10-04,,,,,2.0,Tavern_district_6,27,2.5,-3,10,2.5,-3,5,33.0,Male,0
26377848,2015-11-28,2015-08-26,,,,,0.0,Tavern_district_2,27,2.5,-3,8,2.5,-3,5,49.0,Female,0
41019653,2016-03-28,2015-12-12,,,,,0.0,Tavern_district_3,7,2.5,0,5,2.5,-3,5,32.0,Female,0
26470676,2015-11-29,2015-03-21,,,,,1.0,Tavern_district_1,23,2.5,4,5,2.5,-3,5,30.0,Female,0
64749753,2016-09-07,2016-07-04,,,,,0.0,Tavern_district_2,13,2.5,-3,5,4.5,-3,5,38.0,Female,0
39037740,2016-03-18,2015-11-29,,,,,0.0,Tavern_district_4,13,2.5,0,5,2.5,-3,5,27.0,Female,0
47827539,2016-05-06,2016-03-03,,,,,0.0,Tavern_district_5,8,2.5,-3,6,3.5,-3,5,26.0,Female,0
9986262,2015-05-13,2015-02-15,,,,,0.0,Tavern_district_3,23,2.5,-3,7,2.5,-3,5,35.0,Female,0
42129452,2016-04-03,2015-08-24,3.5,-3.0,5.0,2015-11-30,2.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,58.0,Female,0
40269418,2016-03-24,2015-12-15,,,,,0.0,Tavern_district_1,7,2.5,-3,8,2.5,-3,5,25.0,Female,1
66505952,2016-09-17,2015-04-29,,,,,4.0,Tavern_district_3,27,2.5,-3,19,2.5,-3,5,56.0,Female,0
55710612,2016-06-30,2015-12-15,,,,,1.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,24.0,Male,0
53519625,2016-06-12,2016-03-20,,,,,0.0,Tavern_district_6,8,2.5,-3,5,5.5,-3,5,24.0,Female,0
13195029,2015-06-30,2015-04-30,,,,,0.0,Tavern_district_0,7,2.5,-3,7,2.5,-3,5,41.0,Female,0
28318378,2015-12-14,2015-08-27,,,,,0.0,Tavern_district_7,27,2.5,-3,5,5.5,-3,5,26.0,Female,0
37027250,2016-03-05,2015-11-04,,,,,2.0,Tavern_district_5,7,2.5,-3,9,2.5,-3,5,39.0,Male,0
33152235,2016-02-03,2015-08-29,,,,,2.0,Tavern_district_3,23,2.5,-3,5,5.5,-3,5,23.0,Female,0
2585376,2015-11-25,2015-09-23,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,54.0,Female,0
35117893,2016-02-21,2015-09-12,6.5,-2.0,5.0,2015-10-13,0.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,55.0,Female,0
57734288,2016-07-19,2016-07-14,,,,,0.0,Tavern_district_6,7,2.5,-3,5,2.5,-3,5,24.0,Female,1
53403634,2016-06-11,2015-09-11,8.5,2.0,7.0,2015-10-13,0.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,26.0,Female,0
29572874,2015-12-24,2015-03-16,,,,,1.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,39.0,Female,0
66254174,2016-09-15,2016-08-13,,,,,0.0,Tavern_district_6,18,2.5,-3,5,3.5,-3,5,29.0,Female,0
38759973,2016-03-16,2015-09-28,,,,,3.0,Tavern_district_2,7,2.5,-3,12,2.5,-3,5,29.0,Male,0
40630580,2016-03-26,2015-09-28,3.5,-3.0,5.0,2016-01-30,0.0,Tavern_district_6,7,2.5,-3,11,2.5,-3,5,22.0,Female,0
57329186,2016-07-15,2016-02-16,,,,,2.0,Tavern_district_2,7,2.5,-1,8,2.5,-3,5,32.0,Female,0
69525076,2016-09-30,2016-07-14,,,,,0.0,Tavern_district_7,13,2.5,-3,7,2.5,-3,5,20.0,Female,1
35445989,2016-02-23,2015-11-28,,,,,0.0,Tavern_district_6,13,2.5,-3,8,2.5,-3,5,39.0,Female,0
4812281,2016-05-08,2016-03-13,,,,,3.0,Tavern_district_6,8,2.5,-3,5,8.5,-3,5,29.0,Female,0
52288524,2016-06-03,2015-05-29,,,,,3.0,Tavern_district_5,7,2.5,-3,5,11.5,-3,5,36.0,Female,0
35223890,2016-02-21,2015-03-25,,,,,2.0,Tavern_district_1,15,2.5,-3,16,2.5,-3,5,42.0,Female,0
62077758,2016-08-24,2015-09-19,,,,,2.0,Tavern_district_0,7,2.5,-3,16,2.5,-3,5,30.0,Female,0
60393471,2016-08-12,2015-12-16,,,,,2.0,Tavern_district_5,27,2.5,-3,9,2.5,-3,5,55.0,Female,0
34556699,2016-02-16,2015-11-20,,,,,0.0,Tavern_district_2,7,2.5,-3,7,2.5,-3,5,49.0,Female,0
65842783,2016-09-13,2015-03-25,,,,,4.0,Tavern_district_3,27,2.5,-3,20,4.5,-3,5,24.0,Female,0
4331757,2016-04-10,2016-02-21,,,,,0.0,Tavern_district_2,23,2.5,-3,6,2.5,-3,5,65.0,Female,0
41990416,2016-04-03,2015-10-10,,,,,0.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,51.0,Female,0
14024850,2015-07-26,2015-03-10,2.5,-3.0,6.0,2015-06-10,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,44.0,Female,1
41001382,2016-03-28,2015-08-26,3.5,-2.0,6.0,2015-11-30,2.0,,39,2.5,-3,13,2.5,-3,5,37.0,Female,1
6143855,2016-08-20,2015-08-13,,,,,9.0,Tavern_district_3,7,2.5,5,9,2.5,-3,5,37.0,Female,0
58658595,2016-07-28,2015-11-27,3.5,-2.0,6.0,2016-05-30,0.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,40.0,Female,0
30037922,2015-12-27,2015-05-24,3.5,-3.0,5.0,2015-06-30,0.0,Tavern_district_3,26,2.5,-3,11,2.5,-3,5,32.0,Male,0
6088941,2016-08-16,2015-11-16,,,,,2.0,Tavern_district_1,7,2.5,-3,13,2.5,-3,5,63.0,Female,0
12765566,2015-06-18,2015-05-21,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,21.0,Female,0
19039538,2015-10-06,2015-09-09,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,22.0,Female,0
41560075,2016-03-31,2015-07-31,,,,,1.0,,39,2.5,2,5,2.5,-2,5,25.0,Female,0
36206182,2016-02-28,2015-09-08,,,,,0.0,Tavern_district_2,7,2.5,-3,12,2.5,-3,5,54.0,Female,0
30457390,2015-12-30,2015-04-15,4.5,-2.0,5.0,2015-10-20,4.0,Tavern_district_3,27,2.5,-3,15,2.5,-3,5,33.0,Female,0
66847572,2016-09-18,2016-03-15,,,,,2.0,Tavern_district_2,13,2.5,-3,10,2.5,-3,5,41.0,Female,0
6554047,2016-09-11,2016-04-09,3.5,-2.0,5.0,2016-06-13,0.0,Tavern_district_6,7,2.5,-3,9,2.5,-3,5,30.0,Male,0
33809182,2016-02-09,2015-02-28,,,,,3.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,39.0,Female,0
66862320,2016-09-18,2016-04-05,,,,,0.0,Tavern_district_4,7,2.5,-3,8,2.5,-3,5,59.0,Female,0
64936354,2016-09-08,2015-12-22,,,,,2.0,Tavern_district_6,13,2.5,-3,13,2.5,-3,5,36.0,Female,0
64535975,2016-09-05,2016-04-30,,,,,0.0,Tavern_district_2,13,2.5,-3,9,2.5,-3,5,23.0,Female,0
12868232,2015-06-20,2015-03-09,,,,,3.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,20.0,Female,0
48144315,2016-05-08,2015-09-01,,,,,2.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,60.0,Female,0
58321757,2016-07-24,2016-01-22,,,,,0.0,Tavern_district_6,13,2.5,-3,5,8.5,-3,5,31.0,Female,0
44050712,2016-04-14,2015-12-27,,,,,2.0,Tavern_district_2,13,2.5,-3,8,2.5,-3,5,44.0,Female,0
40941029,2016-03-28,2016-02-15,,,,,0.0,Tavern_district_0,7,2.5,-3,6,2.5,-3,5,24.0,Male,1
49515114,2016-05-17,2016-03-27,,,,,0.0,Tavern_district_1,13,2.5,-3,6,2.5,-3,5,43.0,Female,0
61751313,2016-08-21,2016-05-18,3.5,-3.0,5.0,2016-08-20,0.0,Tavern_district_6,39,2.5,-3,8,3.5,-3,5,32.0,Female,0
25344429,2015-11-21,2015-05-31,,,,,3.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,23.0,Female,0
6285058,2016-08-28,2015-03-05,,,,,5.0,Tavern_district_6,7,2.5,-3,16,2.5,-3,5,34.0,Female,0
47768341,2016-05-06,2015-11-04,3.5,-3.0,5.0,2016-01-15,2.0,Tavern_district_2,7,2.5,-3,12,2.5,-3,5,54.0,Female,0
60757890,2016-08-15,2015-11-09,,,,,1.0,Tavern_district_6,13,2.5,13,5,6.5,-3,5,32.0,Female,0
55714116,2016-06-30,2015-04-24,,,,,1.0,Tavern_district_3,7,2.5,0,10,2.5,-3,5,32.0,Female,0
49331822,2016-05-16,2015-12-21,,,,,0.0,Tavern_district_6,13,2.5,0,5,2.5,-2,5,29.0,Female,0
54013174,2016-06-16,2016-03-12,,,,,0.0,Tavern_district_2,7,2.5,-3,8,2.5,-3,5,33.0,Female,0
27542963,2015-12-10,2015-10-26,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,37.0,Female,0
59723919,2016-08-07,2016-07-02,,,,,0.0,Tavern_district_5,13,2.5,-3,6,2.5,-3,5,31.0,Male,0
9271851,2015-04-27,2015-03-30,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,53.0,Female,0
56211162,2016-07-04,2015-12-12,,,,,3.0,Tavern_district_5,13,2.5,-3,12,2.5,-3,5,32.0,Female,0
308266100,2016-01-03,2015-10-10,,,,,0.0,Tavern_district_3,13,2.5,-3,7,2.5,-3,5,34.0,Female,0
67785720,2016-09-23,2016-03-05,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,53.0,Female,0
48534882,2016-05-11,2015-10-13,,,,,2.0,Tavern_district_4,7,2.5,-3,12,2.5,-3,5,25.0,Female,0
62597685,2016-08-27,2015-11-17,3.5,-3.0,5.0,2016-05-20,1.0,Tavern_district_3,7,2.5,-3,15,2.5,-3,5,20.0,Female,0
33887842,2016-02-10,2016-01-10,,,,,0.0,Tavern_district_6,23,2.5,-3,6,2.5,-3,5,48.0,Female,1
23133052,2015-11-02,2015-10-03,,,,,0.0,Tavern_district_4,7,2.5,-3,6,2.5,-3,5,43.0,Female,1
13953039,2015-07-24,2015-04-14,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,39.0,Female,0
49984837,2016-05-21,2016-03-21,,,,,0.0,Tavern_district_0,7,2.5,-1,5,2.5,-3,5,40.0,Female,0
52421084,2016-06-04,2016-01-07,,,,,2.0,Tavern_district_2,2,2.5,-3,8,5.5,-3,5,61.0,Female,0
15533887,2015-08-26,2015-05-15,,,,,0.0,Tavern_district_2,27,2.5,-3,7,2.5,-3,5,31.0,Female,0
51525731,2016-05-29,2015-10-23,,,,,3.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,44.0,Female,0
49032248,2016-05-14,2016-03-11,,,,,0.0,Tavern_district_1,13,2.5,-3,7,2.5,-3,5,38.0,Female,0
18080538,2015-09-26,2015-04-09,,,,,1.0,Tavern_district_3,23,2.5,-3,9,2.5,-3,5,33.0,Female,0
57715252,2016-07-19,2015-08-28,,,,,2.0,Tavern_district_3,7,2.5,-3,18,2.5,-3,5,38.0,Male,0
57590051,2016-07-18,2015-10-19,,,,,0.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,23.0,Female,0
49688456,2016-05-19,2015-11-02,,,,,2.0,Tavern_district_4,13,2.5,-3,10,2.5,-3,5,35.0,Male,0
15954324,2015-08-30,2015-03-22,,,,,0.0,Tavern_district_6,27,2.5,-3,10,2.5,-3,5,29.0,Female,0
67404292,2016-09-21,2016-04-15,5.5,-2.0,5.0,2016-05-20,0.0,Tavern_district_3,7,2.5,-3,5,5.5,-3,5,29.0,Female,1
23695023,2015-11-12,2015-05-07,,,,,0.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,29.0,Female,0
66110894,2016-09-15,2016-05-05,,,,,2.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,54.0,Female,0
15135758,2015-08-16,2015-03-17,,,,,2.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,35.0,Female,0
45852337,2016-04-24,2016-03-11,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,25.0,Female,0
33010093,2016-02-01,2015-09-20,,,,,2.0,Tavern_district_2,7,2.5,-3,9,2.5,-3,5,62.0,Female,0
38258433,2016-03-13,2015-12-20,,,,,0.0,Tavern_district_3,13,2.5,-3,6,2.5,-3,5,37.0,Male,0
24499181,2015-11-16,2015-09-18,,,,,0.0,Tavern_district_0,7,2.5,-3,8,2.5,-3,5,50.0,Female,0
38579821,2016-03-15,2015-07-16,,,,,4.0,Tavern_district_3,7,2.5,-3,15,2.5,-3,5,27.0,Male,0
51996499,2016-06-01,2015-12-31,,,,,2.0,Tavern_district_2,27,2.5,-3,6,4.5,-3,5,30.0,Male,0
31202980,2016-01-09,2015-02-21,,,,,3.0,Tavern_district_3,27,2.5,-3,16,2.5,-3,5,26.0,Female,0
67418555,2016-09-21,2015-11-20,,,,,4.0,Tavern_district_6,7,2.5,-3,15,2.5,-3,5,25.0,Female,0
36783172,2016-03-03,2015-11-14,5.5,-2.0,5.0,2015-12-13,0.0,Tavern_district_4,7,2.5,-3,9,2.5,-3,5,28.0,Male,1
58522566,2016-07-26,2015-09-20,,,,,10.0,Tavern_district_2,18,2.5,-3,17,2.5,-3,5,52.0,Female,0
31788655,2016-01-18,2015-03-24,,,,,2.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,50.0,Female,0
43617162,2016-04-11,2016-01-23,,,,,0.0,Tavern_district_5,13,2.5,-1,5,2.5,-3,5,30.0,Male,0
66202367,2016-09-15,2016-06-19,3.5,-3.0,5.0,2016-08-20,0.0,Tavern_district_4,7,2.5,-3,7,2.5,-3,5,49.0,Female,0
41828657,2016-04-02,2016-03-04,,,,,0.0,Tavern_district_6,27,2.5,-3,6,2.5,-3,5,30.0,Female,0
67420437,2016-09-21,2015-12-29,4.5,-3.0,5.0,2016-03-01,0.0,Tavern_district_4,27,2.5,-3,14,2.5,-3,5,43.0,Female,0
37933311,2016-03-11,2015-10-15,3.5,-3.0,5.0,2016-01-22,2.0,Tavern_district_2,23,2.5,1,5,2.5,-3,5,45.0,Female,0
36660622,2016-03-02,2015-08-17,,,,,2.0,Tavern_district_6,7,2.5,-3,10,2.5,-3,5,27.0,Female,0
65826440,2016-09-13,2015-08-12,,,,,2.0,Tavern_district_4,15,2.5,-3,5,8.5,-3,5,47.0,Female,0
66675842,2016-09-17,2016-05-25,,,,,2.0,Tavern_district_4,7,2.5,-3,9,2.5,-3,5,31.0,Female,0
45096147,2016-04-19,2016-02-18,,,,,0.0,Tavern_district_1,13,2.5,-3,7,3.5,-3,5,27.0,Female,0
38654999,2016-03-15,2015-12-03,,,,,0.0,Tavern_district_5,23,2.5,-3,5,4.5,-3,5,30.0,Female,0
15526794,2015-08-26,2015-03-10,,,,,0.0,Tavern_district_0,7,2.5,-3,8,2.5,-3,5,38.0,Female,0
36204328,2016-02-28,2015-10-28,,,,,0.0,Tavern_district_5,7,2.5,-3,9,2.5,-3,5,36.0,Female,0
65576261,2016-09-12,2016-02-25,,,,,3.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,49.0,Female,0
37355720,2016-03-07,2015-12-13,,,,,0.0,Tavern_district_1,13,2.5,-3,8,2.5,-3,5,30.0,Female,0
44903442,2016-04-18,2016-02-02,,,,,0.0,Tavern_district_6,27,2.5,-3,7,2.5,-3,5,44.0,Female,0
56729417,2016-07-09,2015-04-11,3.5,-3.0,5.0,2015-07-13,2.0,Tavern_district_6,27,2.5,-3,11,2.5,-3,5,29.0,Male,0
32640113,2016-01-28,2015-10-05,,,,,2.0,Tavern_district_2,7,2.5,-3,8,2.5,-3,5,41.0,Female,0
65319960,2016-09-10,2015-12-02,,,,,0.0,Tavern_district_5,7,2.5,-3,11,2.5,-3,5,59.0,Male,0
39274587,2016-03-19,2015-09-13,3.5,-3.0,5.0,2015-12-13,0.0,Tavern_district_4,23,2.5,-3,8,2.5,-3,5,32.0,Female,0
17552517,2015-09-20,2015-09-17,,,,,0.0,Tavern_district_3,27,2.5,-3,5,2.5,-3,5,33.0,Female,0
57146773,2016-07-13,2016-02-27,,,,,0.0,Tavern_district_6,13,2.5,-3,6,4.5,-3,5,25.0,Female,0
20713877,2015-10-20,2015-06-01,,,,,0.0,Tavern_district_0,7,2.5,1,5,2.5,-3,5,22.0,Female,1
62149514,2016-08-24,2015-09-21,,,,,0.0,Tavern_district_3,7,2.5,-3,15,3.5,-3,5,30.0,Male,0
36751041,2016-03-03,2015-12-01,,,,,0.0,Tavern_district_7,27,2.5,-3,5,5.5,-3,5,40.0,Female,0
39702893,2016-03-21,2015-12-17,,,,,0.0,Tavern_district_2,13,2.5,-3,8,2.5,-3,5,34.0,Female,0
65290389,2016-09-10,2016-03-07,,,,,0.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,30.0,Female,0
61618235,2016-08-21,2016-03-05,,,,,0.0,Tavern_district_3,13,2.5,-3,10,2.5,-3,5,30.0,Female,0
6720694,2016-09-20,2015-12-14,,,,,1.0,Tavern_district_1,7,2.5,-3,8,4.5,-3,5,35.0,Male,0
37794313,2016-03-10,2015-03-27,,,,,3.0,Tavern_district_5,15,2.5,-3,18,2.5,-3,5,48.0,Female,0
